,party,vote,item,variable,value
1601,PSB,vote.6356,Financiamento público e doações apenas de pessoas físicas,Faltas,1
1602,PSB,vote.6357,Financiamento exclusivamente público,Faltas,2
1603,PSB,vote.6358,Financiamento público e doações de empresas e pessoas físicas a partidos e pessoas físicas a candidatos,Faltas,2
1604,PSB,vote.6359,"Fim da reeleição para governadores, prefeitos e presidente da República",Faltas,2
1605,PSB,vote.6360,"Mandato de 5 anos para deputados, prefeitos e governadores, com início em primeiro de janeiro",Faltas,16
1606,PSB,vote.6362,Proíbe as coligações para eleições proporcionais: deputados e vereadores,Faltas,4
1607,PSB,vote.6363,Limita o acesso ao fundo e ao tempo de TV a partidos com representação,Faltas,4
1608,PSB,vote.6368,PEC apensada  alistamento eleitoral e voto facultativo,Faltas,4
1609,PSB,vote.6369,Voto facultativo para todas as eleições,Faltas,2
1610,PSB,vote.6370,"Mandato de 5 anos para todos os cargos, inclusive senador, a partir de 2020 e regras de transição",Faltas,2
1611,PSB,vote.6371,Eleições municipais e gerais em um único ano,Faltas,4
1612,PSB,vote.6372,Mandato de 4 anos para prefeitos e vereadores eleitos em 2016,Faltas,3
1613,PSB,vote.6373,idade mínima de 18 anos,Faltas,5
1614,PSB,vote.6374,Redução da idade mínima para 29 anos,Faltas,3
1615,PSB,vote.6375,4 de janeiro para governadores e 5 para presidente,Faltas,4
1616,PSB,vote.6377,Cotas para mulheres no legislativo,Faltas,2
1617,PSB,vote.6378,"Voto impresso, fidelidade partidária, iniciativa popular e mandatos das mesas",Faltas,3
1618,PSB,vote.6379,Federação partidária,Faltas,5
1619,PSB,vote.6380,"Perda de mandato de deputado ou senador que assumir cargo de ministro de Estado, secretário ou chefe de missão diplomática",Faltas,3
1620,PSB,vote.6381,Senador vitalício e voto em trânsito para todos os cargos,Faltas,3
1621,PSB,vote.6382,Permite policial militar ou bombeiro retornar a suas funções se não for reeleito,Faltas,3
1622,PSB,vote.6384,Janela de 30 dias para migração entre partidos,Faltas,3
1623,PSB,vote.6385,Obriga os candidatos a registrarem suas propostas na Justiça Eleitoral,Faltas,3
1624,PSB,vote.6386,"Permite ao candidato disputar, simultaneamente, eleições majoritárias e proporcionais",Faltas,6
1625,PTB,vote.6350,Lista fechada: deputados e vereadores eleitos por lista definida pelo partido,Faltas,2
1626,PTB,vote.6351,Distrital Misto: metade dos deputados e vereadores e vereadores eleitos por lista e outra metade seria os mais votados em cada distrito,Faltas,1
1627,PTB,vote.6352,Distritão: elege os deputados mais votados nos estados e os vereadores mais votados nos municípios,Faltas,1
1628,PTB,vote.6354,Financiamento público e doação de empresas e pessoas físicas a candidatos e partidos,Faltas,2
1629,PTB,vote.6356,Financiamento público e doações apenas de pessoas físicas,Faltas,4
1630,PTB,vote.6357,Financiamento exclusivamente público,Faltas,3
1631,PTB,vote.6358,Financiamento público e doações de empresas e pessoas físicas a partidos e pessoas físicas a candidatos,Faltas,1
1632,PTB,vote.6359,"Fim da reeleição para governadores, prefeitos e presidente da República",Faltas,1
1633,PTB,vote.6360,"Mandato de 5 anos para deputados, prefeitos e governadores, com início em primeiro de janeiro",Faltas,12
1634,PTB,vote.6362,Proíbe as coligações para eleições proporcionais: deputados e vereadores,Faltas,6
1635,PTB,vote.6363,Limita o acesso ao fundo e ao tempo de TV a partidos com representação,Faltas,5
1636,PTB,vote.6368,PEC apensada  alistamento eleitoral e voto facultativo,Faltas,6
1637,PTB,vote.6369,Voto facultativo para todas as eleições,Faltas,5
1638,PTB,vote.6370,"Mandato de 5 anos para todos os cargos, inclusive senador, a partir de 2020 e regras de transição",Faltas,4
1639,PTB,vote.6371,Eleições municipais e gerais em um único ano,Faltas,5
1640,PTB,vote.6372,Mandato de 4 anos para prefeitos e vereadores eleitos em 2016,Faltas,5
1641,PTB,vote.6373,idade mínima de 18 anos,Faltas,7
1642,PTB,vote.6374,Redução da idade mínima para 29 anos,Faltas,7
1643,PTB,vote.6375,4 de janeiro para governadores e 5 para presidente,Faltas,7
1644,PTB,vote.6377,Cotas para mulheres no legislativo,Faltas,4
1645,PTB,vote.6378,"Voto impresso, fidelidade partidária, iniciativa popular e mandatos das mesas",Faltas,4
1646,PTB,vote.6379,Federação partidária,Faltas,3
1647,PTB,vote.6380,"Perda de mandato de deputado ou senador que assumir cargo de ministro de Estado, secretário ou chefe de missão diplomática",Faltas,6
1648,PTB,vote.6381,Senador vitalício e voto em trânsito para todos os cargos,Faltas,5
1649,PTB,vote.6382,Permite policial militar ou bombeiro retornar a suas funções se não for reeleito,Faltas,3
1650,PTB,vote.6384,Janela de 30 dias para migração entre partidos,Faltas,1
1651,PTB,vote.6385,Obriga os candidatos a registrarem suas propostas na Justiça Eleitoral,Faltas,3
1652,PTB,vote.6386,"Permite ao candidato disputar, simultaneamente, eleições majoritárias e proporcionais",Faltas,13
1653,DEM,vote.6350,Lista fechada: deputados e vereadores eleitos por lista definida pelo partido,Faltas,3
1654,DEM,vote.6351,Distrital Misto: metade dos deputados e vereadores e vereadores eleitos por lista e outra metade seria os mais votados em cada distrito,Faltas,2
1655,DEM,vote.6352,Distritão: elege os deputados mais votados nos estados e os vereadores mais votados nos municípios,Faltas,2
1656,DEM,vote.6354,Financiamento público e doação de empresas e pessoas físicas a candidatos e partidos,Faltas,2
1657,DEM,vote.6356,Financiamento público e doações apenas de pessoas físicas,Faltas,4
1658,DEM,vote.6357,Financiamento exclusivamente público,Faltas,5
1659,DEM,vote.6358,Financiamento público e doações de empresas e pessoas físicas a partidos e pessoas físicas a candidatos,Faltas,1
1660,DEM,vote.6359,"Fim da reeleição para governadores, prefeitos e presidente da República",Faltas,1
1661,DEM,vote.6360,"Mandato de 5 anos para deputados, prefeitos e governadores, com início em primeiro de janeiro",Faltas,13
1662,DEM,vote.6362,Proíbe as coligações para eleições proporcionais: deputados e vereadores,Faltas,2
1663,DEM,vote.6363,Limita o acesso ao fundo e ao tempo de TV a partidos com representação,Faltas,3
1664,DEM,vote.6368,PEC apensada  alistamento eleitoral e voto facultativo,Faltas,4
1665,DEM,vote.6369,Voto facultativo para todas as eleições,Faltas,0
1666,DEM,vote.6370,"Mandato de 5 anos para todos os cargos, inclusive senador, a partir de 2020 e regras de transição",Faltas,1
1667,DEM,vote.6371,Eleições municipais e gerais em um único ano,Faltas,2
1668,DEM,vote.6372,Mandato de 4 anos para prefeitos e vereadores eleitos em 2016,Faltas,4
1669,DEM,vote.6373,idade mínima de 18 anos,Faltas,4
1670,DEM,vote.6374,Redução da idade mínima para 29 anos,Faltas,4
1671,DEM,vote.6375,4 de janeiro para governadores e 5 para presidente,Faltas,3
1672,DEM,vote.6377,Cotas para mulheres no legislativo,Faltas,3
1673,DEM,vote.6378,"Voto impresso, fidelidade partidária, iniciativa popular e mandatos das mesas",Faltas,2
1674,DEM,vote.6379,Federação partidária,Faltas,3
1675,DEM,vote.6380,"Perda de mandato de deputado ou senador que assumir cargo de ministro de Estado, secretário ou chefe de missão diplomática",Faltas,2
1676,DEM,vote.6381,Senador vitalício e voto em trânsito para todos os cargos,Faltas,6
1677,DEM,vote.6382,Permite policial militar ou bombeiro retornar a suas funções se não for reeleito,Faltas,4
1678,DEM,vote.6384,Janela de 30 dias para migração entre partidos,Faltas,2
1679,DEM,vote.6385,Obriga os candidatos a registrarem suas propostas na Justiça Eleitoral,Faltas,6
1680,DEM,vote.6386,"Permite ao candidato disputar, simultaneamente, eleições majoritárias e proporcionais",Faltas,6
1681,PRB,vote.6350,Lista fechada: deputados e vereadores eleitos por lista definida pelo partido,Faltas,1
1682,PRB,vote.6351,Distrital Misto: metade dos deputados e vereadores e vereadores eleitos por lista e outra metade seria os mais votados em cada distrito,Faltas,2
1683,PRB,vote.6352,Distritão: elege os deputados mais votados nos estados e os vereadores mais votados nos municípios,Faltas,0
1684,PRB,vote.6354,Financiamento público e doação de empresas e pessoas físicas a candidatos e partidos,Faltas,0
1685,PRB,vote.6356,Financiamento público e doações apenas de pessoas físicas,Faltas,3
1686,PRB,vote.6357,Financiamento exclusivamente público,Faltas,0
1687,PRB,vote.6358,Financiamento público e doações de empresas e pessoas físicas a partidos e pessoas físicas a candidatos,Faltas,0
1688,PRB,vote.6359,"Fim da reeleição para governadores, prefeitos e presidente da República",Faltas,0
1689,PRB,vote.6360,"Mandato de 5 anos para deputados, prefeitos e governadores, com início em primeiro de janeiro",Faltas,11
1690,PRB,vote.6362,Proíbe as coligações para eleições proporcionais: deputados e vereadores,Faltas,1
1691,PRB,vote.6363,Limita o acesso ao fundo e ao tempo de TV a partidos com representação,Faltas,1
1692,PRB,vote.6368,PEC apensada  alistamento eleitoral e voto facultativo,Faltas,8
1693,PRB,vote.6369,Voto facultativo para todas as eleições,Faltas,3
1694,PRB,vote.6370,"Mandato de 5 anos para todos os cargos, inclusive senador, a partir de 2020 e regras de transição",Faltas,3
1695,PRB,vote.6371,Eleições municipais e gerais em um único ano,Faltas,4
1696,PRB,vote.6372,Mandato de 4 anos para prefeitos e vereadores eleitos em 2016,Faltas,3
1697,PRB,vote.6373,idade mínima de 18 anos,Faltas,3
1698,PRB,vote.6374,Redução da idade mínima para 29 anos,Faltas,3
1699,PRB,vote.6375,4 de janeiro para governadores e 5 para presidente,Faltas,4
1700,PRB,vote.6377,Cotas para mulheres no legislativo,Faltas,3
1701,PRB,vote.6378,"Voto impresso, fidelidade partidária, iniciativa popular e mandatos das mesas",Faltas,3
1702,PRB,vote.6379,Federação partidária,Faltas,3
1703,PRB,vote.6380,"Perda de mandato de deputado ou senador que assumir cargo de ministro de Estado, secretário ou chefe de missão diplomática",Faltas,3
1704,PRB,vote.6381,Senador vitalício e voto em trânsito para todos os cargos,Faltas,5
1705,PRB,vote.6382,Permite policial militar ou bombeiro retornar a suas funções se não for reeleito,Faltas,3
1706,PRB,vote.6384,Janela de 30 dias para migração entre partidos,Faltas,3
1707,PRB,vote.6385,Obriga os candidatos a registrarem suas propostas na Justiça Eleitoral,Faltas,5
1708,PRB,vote.6386,"Permite ao candidato disputar, simultaneamente, eleições majoritárias e proporcionais",Faltas,7
1709,PDT,vote.6350,Lista fechada: deputados e vereadores eleitos por lista definida pelo partido,Faltas,3
1710,PDT,vote.6351,Distrital Misto: metade dos deputados e vereadores e vereadores eleitos por lista e outra metade seria os mais votados em cada distrito,Faltas,2
1711,PDT,vote.6352,Distritão: elege os deputados mais votados nos estados e os vereadores mais votados nos municípios,Faltas,1
1712,PDT,vote.6354,Financiamento público e doação de empresas e pessoas físicas a candidatos e partidos,Faltas,2
1713,PDT,vote.6356,Financiamento público e doações apenas de pessoas físicas,Faltas,2
1714,PDT,vote.6357,Financiamento exclusivamente público,Faltas,3
1715,PDT,vote.6358,Financiamento público e doações de empresas e pessoas físicas a partidos e pessoas físicas a candidatos,Faltas,3
1716,PDT,vote.6359,"Fim da reeleição para governadores, prefeitos e presidente da República",Faltas,2
1717,PDT,vote.6360,"Mandato de 5 anos para deputados, prefeitos e governadores, com início em primeiro de janeiro",Faltas,11
1718,PDT,vote.6362,Proíbe as coligações para eleições proporcionais: deputados e vereadores,Faltas,4
1719,PDT,vote.6363,Limita o acesso ao fundo e ao tempo de TV a partidos com representação,Faltas,4
1720,PDT,vote.6368,PEC apensada  alistamento eleitoral e voto facultativo,Faltas,6
1721,PDT,vote.6369,Voto facultativo para todas as eleições,Faltas,3
1722,PDT,vote.6370,"Mandato de 5 anos para todos os cargos, inclusive senador, a partir de 2020 e regras de transição",Faltas,3
1723,PDT,vote.6371,Eleições municipais e gerais em um único ano,Faltas,3
1724,PDT,vote.6372,Mandato de 4 anos para prefeitos e vereadores eleitos em 2016,Faltas,3
1725,PDT,vote.6373,idade mínima de 18 anos,Faltas,5
1726,PDT,vote.6374,Redução da idade mínima para 29 anos,Faltas,5
1727,PDT,vote.6375,4 de janeiro para governadores e 5 para presidente,Faltas,5
1728,PDT,vote.6377,Cotas para mulheres no legislativo,Faltas,1
1729,PDT,vote.6378,"Voto impresso, fidelidade partidária, iniciativa popular e mandatos das mesas",Faltas,0
1730,PDT,vote.6379,Federação partidária,Faltas,0
1731,PDT,vote.6380,"Perda de mandato de deputado ou senador que assumir cargo de ministro de Estado, secretário ou chefe de missão diplomática",Faltas,4
1732,PDT,vote.6381,Senador vitalício e voto em trânsito para todos os cargos,Faltas,1
1733,PDT,vote.6382,Permite policial militar ou bombeiro retornar a suas funções se não for reeleito,Faltas,0
1734,PDT,vote.6384,Janela de 30 dias para migração entre partidos,Faltas,1
1735,PDT,vote.6385,Obriga os candidatos a registrarem suas propostas na Justiça Eleitoral,Faltas,1
1736,PDT,vote.6386,"Permite ao candidato disputar, simultaneamente, eleições majoritárias e proporcionais",Faltas,2
1737,Solidarie,vote.6350,Lista fechada: deputados e vereadores eleitos por lista definida pelo partido,Faltas,6
1738,Solidarie,vote.6351,Distrital Misto: metade dos deputados e vereadores e vereadores eleitos por lista e outra metade seria os mais votados em cada distrito,Faltas,3
1739,Solidarie,vote.6352,Distritão: elege os deputados mais votados nos estados e os vereadores mais votados nos municípios,Faltas,1
1740,Solidarie,vote.6354,Financiamento público e doação de empresas e pessoas físicas a candidatos e partidos,Faltas,1
1741,Solidarie,vote.6356,Financiamento público e doações apenas de pessoas físicas,Faltas,1
1742,Solidarie,vote.6357,Financiamento exclusivamente público,Faltas,2
1743,Solidarie,vote.6358,Financiamento público e doações de empresas e pessoas físicas a partidos e pessoas físicas a candidatos,Faltas,3
1744,Solidarie,vote.6359,"Fim da reeleição para governadores, prefeitos e presidente da República",Faltas,2
1745,Solidarie,vote.6360,"Mandato de 5 anos para deputados, prefeitos e governadores, com início em primeiro de janeiro",Faltas,12
1746,Solidarie,vote.6362,Proíbe as coligações para eleições proporcionais: deputados e vereadores,Faltas,5
1747,Solidarie,vote.6363,Limita o acesso ao fundo e ao tempo de TV a partidos com representação,Faltas,5
1748,Solidarie,vote.6368,PEC apensada  alistamento eleitoral e voto facultativo,Faltas,7
1749,Solidarie,vote.6369,Voto facultativo para todas as eleições,Faltas,7
1750,Solidarie,vote.6370,"Mandato de 5 anos para todos os cargos, inclusive senador, a partir de 2020 e regras de transição",Faltas,6
1751,Solidarie,vote.6371,Eleições municipais e gerais em um único ano,Faltas,6
1752,Solidarie,vote.6372,Mandato de 4 anos para prefeitos e vereadores eleitos em 2016,Faltas,7
1753,Solidarie,vote.6373,idade mínima de 18 anos,Faltas,7
1754,Solidarie,vote.6374,Redução da idade mínima para 29 anos,Faltas,7
